file_path;xpath;content;simple_name;fqn;kind;abstract
java/doc/tutorial7.0/javase/tutorial/rmi/client.html;/html/body/div[4]/div[3]/p[7]/code[8];String;String;java.lang.String;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/client.html;/html/body/div[4]/div[3]/p[11]/code[1];Serializable;Serializable;java.io.Serializable;class;t
java/doc/tutorial7.0/javase/tutorial/rmi/client.html;/html/body/div[4]/div[3]/p[8]/code[7];BigDecimal;BigDecimal;java.math.BigDecimal;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/client.html;/html/body/div[4]/div[3]/p[12]/code[8];BigDecimal;BigDecimal;java.math.BigDecimal;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/client.html;/html/body/div[4]/div[3]/p[4]/code[5];java.math.BigDecimal;BigDecimal;java.math.BigDecimal;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/client.html;/html/body/div[4]/div[3]/p[7]/code[3];LocateRegistry.getRegistry;LocateRegistry;java.rmi.registry.LocateRegistry;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/client.html;/html/body/div[4]/div[3]/p[7]/code[7];LocateRegistry.getRegistry;LocateRegistry;java.rmi.registry.LocateRegistry;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/compiling.html;/html/body/div[4]/div[3]/h2;File;File;java.io.File;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/designing.html;/html/body/div[4]/div[3]/p[5]/code[3];RemoteException;RemoteException;java.rmi.RemoteException;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/designing.html;/html/body/div[4]/div[3]/p[10]/code[1];java.io.Serializable;Serializable;java.io.Serializable;class;t
java/doc/tutorial7.0/javase/tutorial/rmi/designing.html;/html/body/div[4]/div[3]/p[10]/code[3];Serializable;Serializable;java.io.Serializable;class;t
java/doc/tutorial7.0/javase/tutorial/rmi/designing.html;/html/body/div[4]/div[3]/p[5]/code[2];java.rmi.RemoteException;RemoteException;java.rmi.RemoteException;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/designing.html;/html/body/div[4]/div[3]/p[7]/code[4];java.rmi.RemoteException;RemoteException;java.rmi.RemoteException;class;f
