file_path;xpath;content;source;simple_name;fqn;kind;abstract;id;code_reference_id;code_element_id;index;rationale;linker_name;release_link_set_id;first_link_id
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/pubsub.html;/html/body/div[2]/blockquote[2]/pre;M!M:zzzsnippet.ConfigureForm:ConfigureForm:UNKNOWNP.UNKNOWN;d;ConfigureForm;org.jivesoftware.smackx.pubsub.ConfigureForm.ConfigureForm;method;f;128733;913649;29360;1;"";javamethod;88013;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/pubsub.html;/html/body/div[2]/blockquote[2]/pre;M!M:zzzsnippet.ConfigureForm:ConfigureForm:UNKNOWNP.UNKNOWN;d;ConfigureForm;org.jivesoftware.smackx.pubsub.ConfigureForm.ConfigureForm;method;f;128732;913649;29352;0;"";javamethod;88013;88013
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[5]/blockquote/pre;M!M:zzzsnippet.Iterator:next;d;next;org.jivesoftware.smack.util.collections.AbstractHashedMap.ValuesIterator.next;method;f;128576;914082;26499;3;"";javamethod;87885;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[5]/blockquote/pre;M!M:zzzsnippet.Iterator:next;d;next;org.jivesoftware.smack.util.collections.AbstractHashedMap.KeySetIterator.next;method;f;128575;914082;26449;2;"";javamethod;87885;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[5]/blockquote/pre;M!M:zzzsnippet.Iterator:next;d;next;org.jivesoftware.smack.util.collections.AbstractHashedMap.HashMapIterator.next;method;f;128574;914082;26314;1;"";javamethod;87885;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[5]/blockquote/pre;M!M:zzzsnippet.Iterator:next;d;next;org.jivesoftware.smack.util.collections.MapIterator.next;method;t;128573;914082;25921;0;"";javamethod;87885;87885
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/rosterexchange.html;/html/body/div[3]/blockquote/pre;M!M:zzzsnippet.XMPPConnection:XMPPConnection:UNKNOWNP.UNKNOWN;d;XMPPConnection;org.jivesoftware.smack.XMPPConnection.XMPPConnection;method;f;128703;913621;24373;1;"";javamethod;87988;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/rosterexchange.html;/html/body/div[3]/blockquote/pre;M!M:zzzsnippet.XMPPConnection:XMPPConnection:UNKNOWNP.UNKNOWN;d;XMPPConnection;org.jivesoftware.smack.XMPPConnection.XMPPConnection;method;f;128702;913621;24366;0;"";javamethod;87988;87988
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/messageevents.html;/html/body/div[2]/blockquote/pre;M!M:zzzsnippet.XMPPConnection:XMPPConnection:UNKNOWNP.UNKNOWN;d;XMPPConnection;org.jivesoftware.smack.XMPPConnection.XMPPConnection;method;f;128810;913406;24373;1;"";javamethod;88078;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/messageevents.html;/html/body/div[2]/blockquote/pre;M!M:zzzsnippet.XMPPConnection:XMPPConnection:UNKNOWNP.UNKNOWN;d;XMPPConnection;org.jivesoftware.smack.XMPPConnection.XMPPConnection;method;f;128809;913406;24366;0;"";javamethod;88078;88078
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/pubsub.html;/html/body/div[4]/blockquote[5]/pre;M!M:zzzsnippet.ConfigureForm:ConfigureForm:UNKNOWNP.UNKNOWN;d;ConfigureForm;org.jivesoftware.smackx.pubsub.ConfigureForm.ConfigureForm;method;f;128495;914311;29367;2;"";javamethod;87816;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/pubsub.html;/html/body/div[4]/blockquote[5]/pre;M!M:zzzsnippet.ConfigureForm:ConfigureForm:UNKNOWNP.UNKNOWN;d;ConfigureForm;org.jivesoftware.smackx.pubsub.ConfigureForm.ConfigureForm;method;f;128494;914311;29360;1;"";javamethod;87816;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/pubsub.html;/html/body/div[4]/blockquote[5]/pre;M!M:zzzsnippet.ConfigureForm:ConfigureForm:UNKNOWNP.UNKNOWN;d;ConfigureForm;org.jivesoftware.smackx.pubsub.ConfigureForm.ConfigureForm;method;f;128493;914311;29352;0;"";javamethod;87816;87816
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[3]/blockquote/pre;M!M:zzzsnippet.Iterator:hasNext;d;hasNext;org.jivesoftware.smack.util.collections.MapIterator.hasNext;method;t;128742;913799;25917;1;"";javamethod;88020;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[3]/blockquote/pre;M!M:zzzsnippet.Iterator:hasNext;d;hasNext;org.jivesoftware.smack.util.collections.AbstractHashedMap.HashIterator.hasNext;method;f;128741;913799;26585;0;"";javamethod;88020;88020
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/rosterexchange.html;/html/body/div[5]/blockquote/pre;M!M:zzzsnippet.RosterExchangeManager:send:UNKNOWNP.UNKNOWN:UNKNOWNP.UNKNOWN;d;send;org.jivesoftware.smackx.RosterExchangeManager.send;method;f;128595;914097;26697;2;"";javamethod;87901;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/rosterexchange.html;/html/body/div[5]/blockquote/pre;M!M:zzzsnippet.RosterExchangeManager:send:UNKNOWNP.UNKNOWN:UNKNOWNP.UNKNOWN;d;send;org.jivesoftware.smackx.RosterExchangeManager.send;method;f;128594;914097;26687;1;"";javamethod;87901;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/rosterexchange.html;/html/body/div[5]/blockquote/pre;M!M:zzzsnippet.RosterExchangeManager:send:UNKNOWNP.UNKNOWN:UNKNOWNP.UNKNOWN;d;send;org.jivesoftware.smackx.RosterExchangeManager.send;method;f;128593;914097;26677;0;"";javamethod;87901;87901
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/muc.html;/html/body/div[2]/blockquote[2]/pre;M!M:zzzsnippet.Iterator:next;d;next;org.jivesoftware.smack.util.collections.AbstractHashedMap.ValuesIterator.next;method;f;128717;913711;26499;3;"";javamethod;87998;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/muc.html;/html/body/div[2]/blockquote[2]/pre;M!M:zzzsnippet.Iterator:next;d;next;org.jivesoftware.smack.util.collections.AbstractHashedMap.KeySetIterator.next;method;f;128716;913711;26449;2;"";javamethod;87998;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/muc.html;/html/body/div[2]/blockquote[2]/pre;M!M:zzzsnippet.Iterator:next;d;next;org.jivesoftware.smack.util.collections.AbstractHashedMap.HashMapIterator.next;method;f;128715;913711;26314;1;"";javamethod;87998;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/muc.html;/html/body/div[2]/blockquote[2]/pre;M!M:zzzsnippet.Iterator:next;d;next;org.jivesoftware.smack.util.collections.MapIterator.next;method;t;128714;913711;25921;0;"";javamethod;87998;87998
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[6]/blockquote/pre;M!M:DiscoverItems.Item:setNode:java.lang.String;d;setNode;org.jivesoftware.smackx.packet.DiscoverItems.Item.setNode;method;f;128539;914156;28861;1;"";javamethod;87858;
